names	edited_features	longest_gene_isoform
AT1G69010	708	2636
AT1G15757	3	337
AT2G23910	298	2307
AT1G66960	54	7128
AT3G51720	2949	1734
AT1G79740	830	3133
AT5G25370	101	3954
AT1G30070	1002	1725
AT2G12280	71	397
AT1G33590	1070	1955
AT3G16280	30	1060
AT2G26240	419	1424
AT5G36360	3747	356
AT3G18380	1032	2687
AT5G48320	82	3075
AT2G36730	205	1677
AT2G32765	2064	929
AT5G61970	1724	4770
AT4G28085	1	878
AT5G57440	666	1907
AT4G04410	23	4248
AT1G29960	188	1578
AT1G43980	102	2133
AT5G17980	214	3685
AT4G05071	7	143
AT1G64690	162	1702
AT1G73060	614	2591
AT5G13140	1804	1394
AT1G47770	1	995
AT1G29330	978	2984
AT4G11630	970	1684
AT2G04530	275	2268
AT4G13450	2	1256
AT2G33130	442	675
AT1G75163	21	79
AT1G48310	415	5494
AT2G07663	62	678
AT3G45750	245	4418
AT1G02790	34	1961
AT4G03292	10	751
AT3G14520	761	2681
AT3G44020	83	1483
AT5G28350	2077	7260
AT1G01540	992	3142
AT1G77030	2413	3912
AT1G53170	521	1062
AT5G52320	43	1959
AT4G24510	87	1969
AT4G02075	83	3175
AT3G62660	641	2239
AT5G02080	92	2071
AT1G21920	781	2081
AT2G20060	1882	2577
AT1G73960	1887	9640
AT2G01913	389	1035
AT1G01690	562	3481
AT3G09000	665	2991
AT1G05805	400	3290
AT3G60510	465	3463
AT5G01235	2	277
AT1G28120	650	2630
AT3G28660	141	2226
AT3G51460	1460	4919
AT1G62020	5149	4537
AT2G30890	214	2198
AT1G70280	1103	3000
AT1G73690	198	2510
AT5G53920	188	2284
AT5G02530	3798	1840
AT5G03050	442	3120
AT1G63610	481	2588
AT4G32760	2262	5122
AT1G69730	15	2810
AT1G53640	729	4656
AT5G18360	28	3309
AT5G50665	546	2015
AT1G22710	570	2569
AT2G41280	5	726
AT1G32630	75	4029
AT5G23970	18	1591
AT3G52527	2	348
AT5G23190	3	2827
AT2G01190	936	2824
AT1G23710	399	1334
AT3G55450	484	2591
AT5G40560	1	2982
AT1G63160	648	2080
AT2G28426	6	131
AT5G06560	849	3043
AT1G20515	17	1980
AT1G05087	501	1065
AT2G19860	752	3460
AT5G58260	60	1433
AT3G47690	802	2490
AT5G13990	13	2324
AT1G29860	1	1441
AT5G61790	16184	2837
AT4G23496	5	1157
AT5G02940	721	5481
AT5G47635	5	961
AT5G48460	944	3484
AT5G56750	338	3287
AT3G27450	1	767
AT5G42520	1390	2348
AT5G51100	243	2494
AT2G07795	3	1156
AT2G31940	30	763
AT4G23130	25	2723
AT2G42130	588	2212
AT4G15800	443	1208
AT3G42150	385	2363
AT3G23750	3705	3706
AT3G07565	352	2661
AT4G01400	192	1547
AT3G28530	1	77
AT3G29633	5	988
AT5G50490	1	794
AT4G18725	1	72
AT2G02220	681	3604
AT3G24255	1009	4518
AT1G79440	1743	5293
AT3G45443	183	1970
AT1G31760	837	1907
AT4G24680	3188	7595
AT5G41380	66	2454
AT3G04205	25	278
AT4G10760	1172	3564
AT5G22320	1028	2609
AT3G14020	15	2641
AT5G60920	650	3186
AT4G19410	1652	4968
AT1G46120	3	3737
AT4G36600	2	1608
AT1G62600	258	2058
AT5G67190	161	1240
AT5G01640	35	1110
AT1G74050	8092	1970
AT5G54880	213	1440
AT3G48235	3	2171
AT1G30760	9	2431
AT1G70660	253	1581
AT3G26040	40	1353
AT5G14590	1303	3528
AT1G09195	179	3628
AT1G62300	25	2925
AT5G04540	979	6121
AT3G46030	5910	747
AT5G03905	255	1694
AT4G06235	6	422
AT3G23600	2745	2397
AT5G24230	2	2135
AT3G01435	397	1774
AT3G59390	400	2286
AT3G26610	17	3595
AT1G06390	2078	4104
AT3G11740	6	1177
AT3G26300	113	1964
AT5G01160	882	2196
AT3G49320	252	2500
AT1G78570	2533	2898
AT3G57220	724	2799
AT4G39850	2267	8832
AT3G22275	382	1003
AT5G20130	1001	1459
AT2G47990	650	1811
AT1G64540	11	1753
AT1G28680	59	1720
AT3G58990	39	1245
AT1G40091	15	3455
AT3G19260	334	2573
AT4G35987	186	2363
AT3G15880	4400	8208
AT5G08250	3	2316
AT2G07702	1	560
AT2G24970	149	1776
AT5G46580	1029	2201
AT2G14045	395	2009
AT4G32060	2586	2667
AT3G49055	9	1859
AT5G01500	890	2680
AT1G16770	24	1538
AT1G65280	1354	3640
AT5G61300	219	2565
AT2G06520	3884	719
AT1G04833	32	2347
AT1G17160	693	1901
AT1G62320	4	4018
AT1G09870	1733	3135
AT3G05160	99	4223
AT5G23680	552	1497
AT5G55740	361	2738
AT2G33793	380	3583
AT5G52965	1018	362
AT1G61770	1023	2566
AT2G21350	67	1081
AT2G27775	358	1125
AT1G05280	106	2772
AT2G08515	3	248
AT3G57970	2	1451
AT5G57890	400	2339
AT3G27925	459	3292
AT2G07360	3857	9944
AT1G66920	1	2452
AT4G12350	1	2111
AT5G26780	1378	4091
AT1G21830	508	1778
AT2G21727	248	513
AT5G03160	2390	2704
AT2G17370	691	2558
AT4G31690	2	1190
AT1G18197	1	1243
AT2G21650	2745	1186
AT3G24650	2	3815
AT3G02770	314	1550
AT5G46520	828	4852
AT1G80760	26	1669
AT4G23680	1966	1465
AT3G01920	139	1785
AT5G61210	1445	2383
AT3G45090	1260	4728
AT5G20930	920	5338
AT3G42960	2	990
AT1G04830	451	3445
AT2G01250	18755	1877
AT1G32260	450	1331
AT2G47210	1448	4699
AT4G17510	949	1937
AT4G30830	11	2129
AT2G34920	122	3129
AT2G07722	7	419
AT1G22065	6	769
AT4G31580	3010	2491
AT3G19460	898	2039
AT4G14746	149	2048
AT2G41500	1065	3296
AT2G22310	399	2381
AT1G80440	141	1724
AT5G02620	324	2489
AT4G38690	373	1637
AT5G67070	3752	1357
AT1G21730	640	6551
AT2G07707	74	476
AT1G61490	115	4480
AT3G16000	1012	3093
AT3G28220	861	2552
AT2G32020	9	949
AT4G02500	1591	2234
AT2G09510	9	386
AT1G59453	1	2503
AT5G02050	2728	1367
AT3G49580	60	876
AT5G24915	2	5900
AT5G56600	810	828
AT5G65410	37	1552
AT3G14710	1	1583
AT4G21720	168	2227
AT1G16690	466	3666
AT5G02680	102	3275
AT1G32520	53	1113
AT2G32770	222	2564
AT1G66345	190	1634
AT1G13960	64	3137
AT2G48010	413	2548
AT4G18780	108	4262
AT1G30300	562	2482
AT4G20020	2519	2032
AT1G06690	166	2770
AT3G03210	350	1605
AT5G37570	250	2420
AT4G35060	3	1206
AT3G14362	1	739
AT4G35300	2509	4028
AT1G70950	38	2810
AT1G80245	216	1441
AT3G12560	751	3745
AT2G34230	14	2692
AT5G02150	307	1897
AT5G65520	345	875
AT1G52670	644	2680
AT1G62440	4	2360
AT3G17380	10	2045
AT2G45640	1745	1855
AT5G40460	200	1216
AT2G39820	32	1524
AT4G15955	143	1887
AT4G08700	388	1685
AT2G03960	221	1644
AT4G33120	68	2793
AT4G17098	7	3068
AT4G15733	4	399
AT1G07150	82	1857
AT4G04393	1	2378
AT4G33467	2	760
AT3G46060	2689	2491
AT3G21420	580	2176
AT4G36630	1087	4862
AT5G18990	199	1623
AT1G49610	2	1513
AT5G24350	1660	9790
AT3G26000	827	2524
AT2G19580	69	3019
AT1G48605	101	1156
AT5G59320	6226	862
AT1G11350	84	3463
AT1G18830	27	5401
AT3G24460	108	7385
AT4G34490	1710	3085
AT5G51451	16	667
AT1G01060	52	4506
AT3G55340	751	2429
AT3G07495	2	243
AT5G27200	4	1028
AT1G48110	1789	3580
AT5G67270	1528	2093
AT1G77010	83	2117
AT1G23210	3	2116
AT5G38590	257	2018
AT1G55130	1118	2916
AT3G13730	122	3027
AT1G17550	1623	3128
AT3G56275	8	781
AT5G41360	853	4987
AT5G66455	74	1657
AT1G27380	10	1589
AT3G11860	57	2034
AT3G24200	791	3854
AT4G10550	125	3898
AT2G41190	85	3280
AT3G51960	1	1802
AT2G43190	259	2263
AT4G01435	5	767
AT5G23575	3203	3968
AT5G01595	33	2314
AT3G59380	1438	1837
AT4G01220	402	2800
AT5G20450	319	2834
AT3G49142	123	2096
AT2G19190	6	3895
AT1G23390	488	1951
AT3G58970	727	2144
AT4G13550	305	5882
AT5G15537	24	4592
AT2G36010	655	3668
AT1G49390	1	1563
AT5G35995	449	2253
AT1G07745	123	2333
AT3G51660	33	1327
AT1G04093	5	498
AT1G80870	584	2499
AT4G10750	735	1263
AT3G48030	524	2846
AT5G38770	10	510
AT1G62920	16	2061
AT5G45810	6	1914
AT1G13810	305	1462
AT1G64530	414	3456
AT2G24740	14	2267
AT1G74490	188	2142
AT2G37920	188	1731
AT4G19030	1	1987
AT3G49630	5	2778
AT5G15260	314	2089
AT5G02500	51864	2878
AT2G32200	3	883
AT1G23170	797	3251
AT3G25700	330	1863
AT3G61650	1205	3134
AT1G08730	78	9039
AT5G17650	46	1794
AT1G50560	23	2082
AT2G37130	36	2233
AT5G65180	620	2704
AT3G54970	479	1998
AT5G15400	3403	5764
AT3G15570	18	2135
AT2G18470	8	3619
AT3G59410	437	10559
AT2G01720	5365	3278
AT1G73250	373	1510
AT1G06950	3392	5650
AT1G03530	1491	3215
AT5G31999	1	2069
AT1G20120	4	1928
AT3G52710	208	1433
AT4G10580	14	4369
AT2G26520	396	1083
AT1G31900	30	628
AT2G42975	106	1067
AT1G52770	1	1964
AT5G04850	760	1995
AT3G22800	10	1937
AT1G78940	193	3398
AT5G20580	435	4319
AT2G33990	329	2256
AT1G42480	1484	2818
AT3G09555	4	409
AT5G40960	112	798
AT5G38720	706	2469
AT5G60553	295	389
AT1G08035	9	886
AT3G47660	5	4109
AT1G18480	969	1475
AT5G60335	56	1865
AT4G02530	637	2069
AT3G18740	10057	715
AT1G29280	6	1653
AT1G34130	3247	3390
AT3G18500	63	3016
AT3G08990	206	2118
AT1G48315	42	1900
AT5G12470	1784	2828
AT2G03913	21	445
AT5G27230	224	3957
AT5G50720	85	1425
AT3G50390	3	1671
AT5G43300	2	2663
AT3G60870	4	1442
AT2G32450	696	3078
AT1G13430	15	1280
AT1G25360	213	2744
AT1G45246	11	71
AT1G67920	10	596
AT3G06160	372	3080
AT4G19710	1199	4954
AT3G55485	3	504
AT4G18430	1	1712
AT4G09200	3278	2636
AT3G01160	1466	3017
AT5G64390	745	5231
AT3G27990	404	5650
AT1G42470	930	8853
AT4G28710	735	10170
AT5G11010	514	2635
AT2G44065	753	2977
AT1G45230	308	2036
AT5G53048	12	1989
AT3G13410	2403	2681
AT1G30260	19	915
AT1G32370	384	1767
AT4G28040	21	2090
AT3G50880	1059	1784
AT3G10080	199	1110
AT2G22000	492	1090
AT5G20250	4599	3298
AT3G45010	294	2845
AT2G41670	272	2241
AT1G22110	28	3554
AT3G32091	1	7463
AT3G06890	170	828
AT4G35560	596	5745
AT2G37710	1088	2557
AT1G04083	3	274
AT1G79060	1086	2038
AT1G07703	3	347
AT1G70520	780	2899
AT5G49730	91	3558
AT2G14090	231	1995
AT4G33100	177	1380
AT3G01850	366	2613
AT3G09080	66	5745
AT2G45920	181	2674
AT5G65790	3	1792
AT3G60660	216	2133
AT4G21670	1383	6407
AT3G02930	541	3850
AT1G28715	66	7115
AT5G39960	763	3105
AT2G24240	49	2091
AT3G57990	1253	1938
AT4G23660	471	4201
AT2G21200	3	897
AT4G04695	38	2773
AT4G29040	5870	2317
AT2G29440	44	1601
AT3G02640	3072	917
AT4G33885	7	490
AT4G34980	12898	2864
AT1G16880	1143	2796
AT5G17130	46	758
AT4G06710	1	410
AT3G52570	371	1897
AT3G50350	38	1920
AT1G63010	1120	5136
AT4G31040	1572	2649
AT1G65020	817	2272
AT5G41150	579	4653
AT3G02200	3376	2823
AT2G27290	213	1614
AT5G61220	635	1392
AT2G20723	26	73
AT4G38130	6017	3231
AT4G32295	222	1667
AT5G14610	3260	4513
AT5G20710	58	3798
AT1G54850	665	1831
AT2G14825	177	1682
AT5G56060	4	669
AT1G30250	9	808
AT3G23980	1317	5627
AT1G80690	480	1905
AT1G14900	7433	1351
AT5G06230	9	2247
AT1G50750	103	1447
AT3G44480	1543	5962
AT5G08180	4218	2334
AT1G11510	53	1206
AT3G13660	27	994
AT4G36850	35	2746
AT1G02080	4891	13512
AT5G63470	641	1599
AT3G48058	29	414
AT5G26790	20	820
AT4G05780	2	566
AT4G28950	247	2071
AT5G62090	2629	4277
AT3G01330	364	2557
AT1G12630	2	905
AT2G34620	483	1299
AT1G12260	43	3102
AT3G29792	2	4505
AT1G32360	941	2621
AT3G57780	18	3400
AT1G55600	2	2248
AT4G20690	5	782
AT3G51530	477	1949
AT5G50920	8378	5228
AT5G21930	469	6132
AT5G54550	7	1201
AT4G10220	118	2890
AT3G61420	428	5444
AT4G17670	723	1368
AT4G17895	805	3322
AT5G52090	1	2030
AT2G26890	3244	12304
AT2G03540	2	756
AT4G14640	42	2514
AT1G06357	1	925
AT3G54030	606	2839
AT3G62529	9	329
AT4G03510	326	2308
AT2G28070	679	4121
AT2G46290	459	2181
AT3G48710	2452	3693
AT1G50460	922	4062
AT4G37640	5429	4246
AT1G05820	63	4558
AT2G35340	1746	7474
AT1G66890	313	931
AT5G06930	19	3825
AT1G15160	142	2200
AT1G19780	3	2964
AT4G38060	423	2200
AT1G49700	53	1704
AT2G21170	3741	3716
AT1G80010	711	2709
AT2G07717	140	7912
AT4G10030	355	3201
AT2G29760	215	2973
AT4G03845	2	268
AT5G54150	3	776
AT1G77840	2246	2364
AT2G38250	6	1946
AT5G46170	1126	2167
AT5G26110	515	1934
AT2G17120	937	1889
AT3G04930	1848	2302
AT2G02870	1058	2587
AT3G15360	583	1595
AT1G16010	981	2350
AT3G53420	1024	2257
AT2G10410	2369	1049
AT2G21800	307	3847
AT3G12203	2	3471
AT3G46290	938	3385
AT2G30020	903	2089
AT2G04120	39	753
AT1G21970	7	2072
AT3G19950	798	2601
AT1G04250	1206	2585
AT2G07683	20	1484
AT1G47410	37	1574
AT3G07910	1369	1250
AT2G35670	96	4191
AT5G38070	35	1546
AT2G38820	656	1931
AT4G12120	313	4658
AT5G44500	790	2388
AT5G10800	234	5899
AT3G62420	2271	1264
AT4G20070	51	3383
AT4G37820	1205	2223
AT3G01990	7	2995
AT3G52470	382	1476
AT1G49300	981	2819
AT2G12020	1	3819
AT1G43580	1829	2364
AT4G05520	656	3612
AT2G07779	8	1451
AT2G40100	424	1796
AT5G15940	3	2409
AT3G02545	7	222
AT3G05365	10	1122
AT1G55000	407	1924
AT1G23150	22	1069
AT3G51090	216	2129
AT1G23140	43	1155
AT4G24780	5212	2217
AT5G60142	416	1802
AT4G34070	748	2211
AT3G52720	4	3746
AT3G47890	1958	7001
AT3G22200	2845	3912
AT4G25960	4038	6336
AT1G67650	333	2832
AT1G22480	6	1409
AT2G20190	3625	7536
AT5G44063	13	1106
AT3G55400	1435	3507
AT1G20370	504	2168
AT4G08510	748	3200
AT4G33640	631	846
AT5G61740	954	4331
AT2G43660	16	952
AT2G07055	5	247
AT3G45100	582	3101
AT1G76320	1153	3365
AT1G03495	86	1310
AT1G05640	341	2519
AT1G70750	458	3483
AT5G66500	90	1686
AT3G02820	545	2032
AT2G45480	258	2294
AT1G13180	460	3545
AT4G32970	721	4011
AT2G07749	2	2354
AT1G71970	630	1142
AT1G60810	1525	2710
AT2G43720	101	1304
AT2G34357	3095	7219
AT5G24840	609	1256
AT5G56850	49	2977
AT2G38290	483	3091
AT2G18170	1392	2266
AT2G21550	26	3288
AT1G27880	421	5505
AT3G12760	2781	4116
AT3G52905	281	1747
AT2G08220	2	1561
AT4G30620	497	1486
AT2G04535	4	529
AT1G47750	364	993
AT5G09810	25340	2629
AT4G08109	1	5228
AT2G16050	12	1914
AT5G43810	3925	6163
AT3G21510	3	2077
AT1G13600	16	943
AT3G54366	465	864
AT1G10010	295	2937
AT5G20010	10691	2236
AT4G38430	3170	2485
AT1G65900	776	2843
AT2G01400	185	1449
AT1G07119	13	3623
AT2G42640	166	5653
AT5G23740	7410	1515
AT1G56700	2172	1948
AT3G44100	1484	1601
AT2G01520	241	1328
AT3G26830	5	1874
AT3G28580	140	1796
AT5G46315	2	911
AT1G32070	366	1830
AT5G03060	152	1548
AT4G16835	97	2080
AT5G66440	134	1257
AT3G33002	3	709
AT4G08330	125	1584
AT5G14280	223	1703
AT3G18610	74	3893
AT1G04730	521	6070
AT3G45680	43	2297
AT5G57610	1315	4903
AT2G18245	385	2674
AT1G05833	7	687
AT1G07210	1790	1766
AT1G01200	7	1923
AT1G79190	741	5785
AT5G63580	123	1898
AT2G46800	2189	4203
AT5G63980	775	1800
AT2G43560	342	1639
AT1G34740	1	5965
AT1G29370	6548	5335
AT1G04223	8	116
AT4G04980	1	4438
AT4G09730	1502	3467
AT1G62975	3	2085
AT4G38380	355	3605
AT3G09145	5	344
AT3G19670	1262	9519
AT3G18775	4	1684
AT5G15070	304	9321
AT1G10585	5	1474
AT4G08136	1	1921
AT3G22880	531	3254
AT1G55300	348	1785
AT3G10800	1840	2453
AT4G35335	857	2951
AT1G18080	23073	2041
AT1G08710	256	1911
AT3G13970	96	1365
AT3G04775	4	686
AT3G01260	2	2179
AT1G27970	2334	1656
AT2G40955	1	2463
AT3G26115	253	2229
AT2G07662	33	1707
AT1G55580	102	1979
AT4G14510	597	4473
AT3G24065	241	581
AT1G19670	1933	1606
AT2G15900	1030	5767
AT2G25360	5	1512
AT4G21070	682	4766
AT3G17152	40	873
AT1G03660	83	2498
AT1G32230	4656	5421
AT4G00320	21	1704
AT1G08845	267	2166
AT1G71160	1	1507
AT2G23200	43	2649
AT1G48630	6476	1741
AT1G72040	3547	2505
AT2G21950	25	1471
AT3G29575	488	1931
AT1G06220	4802	4946
AT1G06010	621	1653
AT1G59890	2335	7471
AT1G26800	174	1370
AT3G05760	812	2209
AT4G03376	1	225
AT2G07764	1	71
AT2G20555	1	723
AT3G11750	30	1256
AT1G49910	254	2588
AT5G05230	731	2510
AT5G23395	451	1855
AT5G24210	3	2529
AT1G10450	1500	6606
AT2G38060	279	3377
AT2G40530	1	779
AT1G50550	29	1003
AT1G09390	989	2536
AT3G45040	487	3244
AT1G49230	6	983
AT1G67740	1819	1218
AT5G41740	31	4493
AT1G47128	2707	3000
AT1G01790	1022	6851
AT1G05400	4	1348
AT5G47060	1379	1959
AT1G49520	164	2443
AT4G15900	2833	4142
AT1G31170	255	1729
AT3G18282	2	711
AT4G09515	1	206
AT5G53550	323	3682
AT5G28450	277	1318
AT3G49310	952	3331
AT1G70320	13290	13198
AT3G44410	25	1677
AT2G28315	61	2098
AT1G53282	9	405
AT4G05010	255	1254
AT2G37320	129	1712
AT3G18370	783	5240
AT5G13190	369	2390
AT2G33550	174	1711
AT2G28305	71	3655
AT5G65205	53	1417
AT5G44160	13	2893
AT1G12790	92	2476
AT4G32850	2742	5475
AT3G11720	130	2873
AT3G52860	226	920
AT1G02145	743	4019
AT5G64360	797	2431
AT1G76710	837	3004
AT2G20760	2486	2494
AT4G38870	10	1562
AT2G06010	513	2200
AT1G50780	2	1889
AT3G07660	3457	5971
AT1G55160	651	2633
AT1G73240	760	2773
AT4G10790	1565	2603
AT1G23040	662	1757
AT4G15755	10	869
AT2G41520	1268	5589
AT1G61930	52	963
AT1G23740	326	1721
AT1G78995	44	1183
AT1G63680	1020	3572
AT1G06450	113	1379
AT1G24030	38	2243
AT3G57280	666	2110
AT5G55270	29	1371
AT4G03070	43	1431
AT2G26730	2923	3384
AT5G28646	26	2420
AT2G42580	2344	3357
AT5G33252	1	4760
AT3G61028	1	3465
AT3G27580	162	2644
AT1G51200	3254	2353
AT1G07900	2	1176
AT3G18710	226	1964
AT3G26270	2	1638
AT5G51990	2	983
AT2G46000	302	1155
AT2G22840	612	2821
AT1G74390	777	2417
AT1G48195	126	526
AT4G23340	3	1373
AT5G43500	612	4124
AT5G46700	2521	2284
AT1G32580	1728	2161
AT1G10880	1	1459
AT1G72310	1058	1880
AT4G19810	183	2575
AT4G14770	579	4342
AT5G12860	2209	2710
AT4G10390	79	1958
AT2G08795	1	226
AT3G01630	36	1994
AT4G29520	1397	1878
AT2G35630	4564	14187
AT2G12250	1	956
AT4G22170	10	1295
AT2G07686	3	2012
AT2G48075	3	851
AT1G09932	1	2809
AT1G50370	1782	3544
AT4G14330	2629	3441
AT2G31030	265	1811
AT1G28330	4659	1654
AT5G44480	45	3346
AT3G61190	42	1439
AT2G07644	4	367
AT3G18820	1258	2196
AT2G20830	716	2544
AT3G01360	385	2332
AT3G61480	2247	7350
AT5G20810	37	2072
AT3G23620	2393	2197
AT3G60880	754	1958
AT5G38705	4	5204
AT1G08640	1004	3259
AT3G11165	19	1284
AT2G35736	114	782
AT2G19830	2086	2162
AT4G00340	1193	3127
AT3G14850	457	2359
AT2G02061	4	1534
AT1G67900	271	5813
AT4G29990	114	4346
AT1G77600	1498	9743
AT5G43580	58	951
AT3G46960	1326	7349
AT5G60940	508	3160
AT1G16370	1	1814
AT3G57520	6437	4429
AT2G02200	1	3929
AT5G51020	267	1956
AT4G15130	428	1915
AT1G35420	132	1485
AT2G38880	664	2482
AT2G36680	289	2241
AT1G05350	1125	3731
AT3G12345	408	981
AT3G03590	580	1886
AT5G47620	655	2680
AT5G61930	184	2737
AT5G47720	687	2880
AT1G50240	1569	7989
AT1G18745	79	967
AT5G06690	112	1638
AT1G29290	4	1421
AT3G10525	9	825
AT4G13860	7	1106
AT5G18890	2	2436
AT1G68160	479	3136
AT1G02475	285	1723
AT2G34310	365	2478
AT5G17770	5943	2627
AT4G36700	2	2167
AT4G01975	4	3839
AT3G23530	295	6411
AT1G65490	10	844
AT2G07580	5	1798
AT1G12450	367	2089
AT1G07540	5	3521
AT1G42980	3	2301
AT1G55900	1340	2787
AT1G12340	235	914
AT1G53670	249	1630
AT5G17630	1390	1628
AT2G36355	37	1108
AT2G04345	3	437
AT1G08843	1	241
AT5G56610	153	1776
AT2G25880	665	3539
AT1G74456	74	81
AT1G18670	319	4384
AT2G40800	898	2767
AT2G38210	182	973
AT1G75280	550	2060
AT1G22650	52	2797
AT5G67560	1248	2179
AT4G33666	1	487
AT4G34920	417	1479
AT5G41710	29	1989
AT3G15220	611	5740
AT3G19790	610	1163
AT4G13290	6	2852
AT1G56415	70	599
AT5G66658	48	890
AT3G07920	10	1809
AT5G07740	2689	8762
AT4G11290	85	1842
AT1G19520	2661	2988
AT3G24780	2	2662
AT1G16740	1400	1493
AT5G17850	118	2305
AT1G48360	391	4739
AT5G64680	671	1407
AT4G20510	3	3142
AT1G55860	8290	13368
AT1G04970	424	2539
AT5G24670	1061	4139
AT3G30200	59	6510
AT2G25810	27	1672
AT5G17140	1	443
AT5G65440	1948	5766
AT4G02890	10871	1636
AT1G63490	850	8678
AT1G67810	1	1227
AT3G53440	285	2058
AT1G47640	1745	2082
AT3G63530	667	2677
AT5G06360	3633	2030
AT1G80620	1481	2431
AT1G51100	163	1000
AT5G38640	1011	3045
AT5G56970	35	3453
AT5G21020	3129	899
AT1G34842	2	1186
AT1G74690	3984	3612
AT3G60010	4	687
AT5G04500	1513	2996
AT1G71690	703	1494
AT2G01680	386	3016
AT5G05410	199	1907
AT5G42450	117	1861
AT2G36695	423	783
AT1G08000	656	2486
AT1G03720	86	1477
AT2G23360	550	4302
AT4G12960	100221	1520
AT4G26485	14	819
AT5G22340	392	2877
AT2G05990	4164	2982
AT2G23690	93	1069
AT2G46690	6	895
AT1G67470	8	1738
AT5G14810	135	2150
AT5G44520	250	2267
AT4G32340	274	2207
AT1G44990	1	266
AT1G67320	1023	3822
AT5G18920	125	1078
AT3G01230	7	780
AT3G43654	6	4355
AT3G06425	3	255
AT1G68130	1065	2670
AT4G23040	416	3420
AT2G44880	54	3184
AT4G40040	19625	1774
AT1G62670	390	2566
AT2G24395	100	826
AT2G47300	188	3798
AT2G13830	2	4568
AT2G15630	133	2115
AT1G16930	46	2073
AT1G73370	116	4614
AT1G67150	3	2621
AT4G36140	568	5964
AT3G49530	1525	2516
AT5G51410	1238	3204
AT5G35210	3079	8395
AT3G09500	14935	1325
AT2G39855	3	1836
AT2G40770	747	8337
AT3G09260	5	3304
AT2G42280	104	2475
AT4G07400	254	1845
AT1G75120	109	2088
AT3G56570	167	2709
AT1G53030	151	1495
AT5G27520	713	2070
AT1G65050	199	1794
AT2G28790	33956	1241
AT5G20500	2215	1431
AT5G24790	26	1176
AT2G27760	343	2837
AT1G30970	1450	3501
AT4G11600	2466	1637
AT5G58580	13	1547
AT3G62770	915	2633
AT3G25620	7	3586
AT2G07785	12	901
AT4G21820	848	6654
AT4G34230	639	2309
AT5G26980	278	2959
AT2G17440	569	2889
AT4G35740	295	4384
AT2G31945	4	832
AT5G04200	71	1300
AT1G65620	37	2843
AT4G11700	6	551
AT5G22799	41	1143
AT3G51910	22	1665
AT3G62570	893	2262
AT4G19560	93	3329
AT3G05345	91	1440
AT3G55970	46	2675
AT3G11450	1942	2966
AT3G53310	153	2131
AT1G12150	3	2121
AT2G35585	49	1467
AT3G54800	8	4198
AT2G36700	15	1715
AT3G25250	3	1792
AT4G02010	903	4402
AT1G73360	322	4264
AT1G53880	1169	2560
AT4G09845	17	102
AT2G29650	357	2978
AT3G50870	1863	1661
AT1G78380	3609	1620
AT1G63245	1	686
AT1G28490	758	2191
AT1G51330	1	1003
AT4G33360	1199	1702
AT5G57840	166	2476
AT1G74350	99	2391
AT4G19100	121	1100
AT5G24710	4213	9326
AT1G76380	862	3591
AT5G23550	450	2080
AT2G38340	13	1219
AT2G01420	447	3731
AT1G21350	273	2316
AT1G64170	10	3497
AT3G50430	269	3733
AT2G36070	1777	3428
AT1G10950	6044	5060
AT5G04110	673	4665
AT1G21525	3	575
AT5G44660	212	1660
AT4G04830	595	1311
AT3G55010	1904	2263
AT5G64950	237	1358
AT5G47350	93	1788
AT1G73300	2	2963
AT4G08170	681	3972
AT4G14900	1417	3435
AT2G31710	297	1435
AT3G52500	1060	2191
AT5G56900	1333	3520
AT1G12270	3175	2695
AT1G31772	1	1535
AT2G24860	159	1773
AT3G53510	353	2835
AT4G26240	261	2576
AT2G29525	114	2536
AT5G25490	252	1583
AT3G58820	176	2148
AT2G36630	132	2839
AT3G57910	313	3541
AT1G50630	98	2485
AT5G15300	124	1956
AT1G44120	17	7564
AT1G80770	386	2943
AT1G77350	1616	1674
AT1G56500	326	7597
AT5G26740	1361	3021
AT3G09680	783	1326
AT1G22430	134	2757
AT5G17530	919	4613
AT1G28380	497	2872
AT1G18400	156	2458
AT5G46510	1657	6781
AT4G23000	264	5806
AT3G30767	1	1316
AT1G61110	1	1690
AT3G20490	358	3025
AT4G30080	568	3289
AT1G50500	1621	8194
AT5G19540	648	4247
AT2G39580	1389	6927
AT3G25980	1494	1624
AT3G62620	509	2293
AT1G58360	9396	4131
AT4G39620	400	2293
AT1G30500	192	1978
AT1G57750	529	1897
AT2G21730	4	2247
AT1G34110	576	4780
AT5G04680	96	3176
AT3G22620	264	1056
AT3G15590	2506	2632
AT1G09527	20	443
AT2G15530	943	4868
AT4G22870	6	917
AT1G74700	100	2409
AT1G75360	149	2001
AT1G15180	33	2484
AT5G37400	351	2200
AT5G28610	1	800
AT2G25312	1	335
AT5G11530	1511	5757
AT1G74875	1	1275
AT4G35165	881	760
AT1G64510	1077	1501
AT1G61255	204	691
AT1G29300	84	1997
AT5G19370	903	2717
AT1G06247	59	85
AT4G26965	203	2961
AT3G55460	2832	3083
AT3G04175	26	139
AT2G07798	14	3483
AT1G63810	1278	6491
AT1G31420	1853	4315
AT2G07736	7	482
AT3G21295	571	3705
AT3G13980	91	1366
AT1G04570	151	2275
AT5G02900	1	1509
AT2G25510	31	946
AT1G64080	718	1823
AT1G78020	910	1230
AT3G11780	345	1724
AT5G61250	176	3158
AT4G31840	4496	989
